id,title_romaji,description,description_source
156062,Fanren Xiu Xian Zhuan: Xinghai Feichi,Prologue episodes to the third season of Fanren Xiu Xian Zhuan.,jikan_mal
156083,Ta Bu Dang Nüzhu Hen Duonian,"A dating sim enthusiast wakes up in the body of Reine Waynewright: an adorable otome heroine in a fantasy game! Reine discovers that in this world, she's a lowly F-rank student at the magical Heartfelt Academy, bullied by her classmates and snubbed by her love interests for her lack of talent. Determined to avoid a Bad Ending, Reine resolves to study hard, practice her magic, and pass the exams to increase her rank!

If she grinds hard enough, she may be able to change her fate: make new friends, improve herself, and maybe even fall in love along the way!

(Source: Tokyopop)",jikan_mal
156162,Yari Agari,"Ichika, Shinji and Serina, best friends since childhood, they were always together until one strange incident caused their friendship to fall into oblivion. At the school where they all attended, a collective, headed by Serina, was formed with a single purpose - to bully Ichika. Ichika, still believing in their past friendship, hoped that their former relationship could be restored, so she endured all the humiliation and insults from her former friends, but the bullying went on and on... Ichika, whose patience had finally come to an end, decided to find a way to make her situation better. Soon, the young girl receives a video recording from the camera that was installed in Serina's room, from an unknown person. How is she going to use this gift of fate now? Will she come up with a plan to rekindle her friendship or to take revenge for all she has had to endure all this time...",jikan_mal
157631,Majo wa Kekkyoku Sono Kyaku to... The Animation,Music video for the song Hikkyou by DUSTCELL.,jikan_mal
158640,Sakuretsu! Amabie-hime. Season2,The second season of Sakuretsu! Amabie-hime.,jikan_mal
159869,Wei Jiang,,not_found
160147,Wo Shi Xuexiao Weiyi De Renlei,"An ordinary human named Ah-Ren, suffering from severe social anxiety, transfers to an animal school where ""there are no humans."" Here, his classmates are all sorts of animals, and even the teachers are rare species like Yangtze alligators and pandas. As an ordinary human, Ah-Ren is completely lost in lessons on spinning silk, nest building, bioluminescence, and molting, gets repeatedly outmatched by the animals in physical education, and even suffers a crushing defeat in academic subjects! Besides, to graduate from this animal school, Ah-Ren needs to complete a special task—to become friends with all the animals on an animal dating app. With this impossible task in mind, a heartwarming and hilarious story unfolds, from initial anxiety to bittersweet farewell.

(Source: iQIYI, Google translated)",jikan_mal
160701,Kokuhaku...,"Beside a certain building, a girl appears to meet an important person. She is shy and carefully prepares herself before delivering what she has come to convey. Reaching behind her back, she lets her feelings come forth. But is it a confession of love, or something else entirely?

[Written by MAL Rewrite]",jikan_mal
163256,Duel Masters WIN: Duel Wars,,not_found
163363,Pole Princess!! Movie,Theatrical release of Pole Princess!!.,jikan_mal
164239,so_low,"Yumi works as an office manager for in-home tutors.  One day she receives a request for a tutor but the only available staff is Kouta whom Yumi considers worthless because of his nasty personality.  Kouta learns of this and forces Yumi to assign him to this request, by some unscrupulous means, as his work history is of always accomplishing his assignment.  Unfortunately, this means using anyway necessary, and this has led to a recent lawsuit against the company.

The request is to teach an acquaintance of Chiaki, the office chief, whose beautiful twin daughters, Kasumi and Mitsuki, have a shady history of all prior tutors requesting reassignment by pulling all kinds of practical jokes to get rid of them.  Kouta uses any compromising trick possible to force them to learn.",jikan_mal
164297,Tanetsuke Oji-san to NTR Hitozuma Sex,"One night, Kasumi accidentally witnesses intimacy between her husband and daughter. This comes as a shock to a woman who is accustomed to valuing family values ​​and home. Trying to save her family and pretending that she didn’t see anything, every day she feels more and more superfluous and unnecessary. A neighbor intervenes in the situation, who has long had his eye on Kasumi’s body. He intends to show her stupid husband that married women are always in demand.",jikan_mal
164298,Tanetsuke Oji-san to Papakko JD Saimin Seikatsu The Animation,,not_found
166050,Iya na Kao sare nagara Opantsu Misete Moraitai ver 3.0,,not_found
166053,Akebi-chan 100 man-bu,"Ever since she was young, Komichi Akebi has always adored sailor uniforms, even going so far as to ask her mother to sew one if she succeeds in getting into her mother's alma mater, Roubai Academy. And thus, when she gets accepted into the prestigious school, Komichi is ecstatic. However, much to her surprise, the middle school no longer uses sailor uniforms as its dress code—making Komichi stand out from her schoolmates. Despite this, Komichi is granted permission to continue wearing the traditional attire. 

With renewed confidence, Komichi meets fascinating classmates as they experience school life together. Under the colorful shower of blossoming prospects, an exciting tomorrow awaits them!

[Written by MAL Rewrite]",jikan_mal
166059,Ao no Orchestra 5-bu de Tanoshii Kurashikku,"Once a prize-winning violin prodigy, Hajime gave up on music after his father, professional violinist Ryuuji Aono, was involved in a scandal that led the media to harass his family. Now living alone with his mother and entering his final year of middle school, Hajime struggles to find a new career path. However, the sound of his classmate Ritsuko Akine playing the violin inspires Hajime to dream of a musical career once more.

With the help of Ritsuko, Hajime prepares to take the entrance exam for the prestigious Umimaku High School. But if he wishes to join Umimaku's orchestra, Hajime must overcome his past trauma and open himself up to new musical horizons.

[Written by MAL Rewrite]",jikan_mal
166217,Bai Lian Feisheng Lu,"Qin Fengming, a teenager in the mountain village, ate nine leaves of Yin and Yang fruit by mistake, so he stepped onto the road of cultivating truth, refining artifacts, collecting magic weapons, and protecting the right path! Qin Fengming, with his great talent and unremitting persistence, traveled alone in the thorny world of cultivating immortals, and with the help of the mysterious little beauty Milo, he made a generation of Taoist legends!",jikan_mal
166220,Nitian Zhan Ji,"Wu Ran, known as the number one good-for-nothing, accidentally activated the Sacred Soul Dice System, a treasure of the universe, while severely injured in battle. This granted him strange and wondrous divine dice skills, allowing him to rescue his junior uncle and defeat the female cultivator Ni Sha. However, unexpectedly, Ni Sha developed feelings for him and sought to capture him and bring him back to her sect. Ni Sha, in alliance with the White Dragon King, launched an attack on Earth's city, aiming to obtain the Sacred Soul Dice. Ultimately, Wu Ran defeats Ni Sha and protects Earth's city.

(Source: Bilibili, translated)",jikan_mal
166221,Qing Lian Jian Xian Zhuan,"Introduction: In the world of Cangyun, immortals and demons are constantly fighting against each other. Xu Changqing was born in Qinglian Sword Valley, and he wanted to be a sword fairy, but the good times didn't last long. The Ninth Demon General of Cangyue Palace invaded Qinglian Sword Valley. Grandpa Xu Changqing sacrificed. lost. Later, Kunlun Taibai Sword Immortal Qiu Wuya arrived, repelled the demon gate, and brought Xu Changqing and Mu Zixun to Kunlun. All the real people in Kunlun wanted to seize the Qinglian Emperor Sword, but Qiu Wuya stopped them. Xu Changqing awakened his celestial spirit ""Chaos Gathering Spirit Monument"", and was accepted as a disciple by Qiu Wuya. In the Immortal Sword Competition, Xu Changqing defeated Xia Qinghou to win the crown and was qualified to enter the forbidden area of ​​Kunlun. In order to find the fountain of immortality that could revive his grandfather, Xu Changqing chose to enter the dangerous forbidden area of ​​Kunlun.",jikan_mal
166324,Shashou Good,"Goode was once a core member of the mysterious organization ARGUS, but now he has shed its shadow and, along with his naive and innocent sidekick Sura, makes a living by taking on various jobs and earning corresponding rewards. The two always seem to get thankless tasks, from outsmarting aliens to racing bicycles with a shaving maniac… Goode's two mischievous friends—a PhD student skilled in all sorts of useless inventions and a vain, witty guy—always seem to get in the way, making things even more chaotic. Despite this, the ""trouble killer"" Goode, along with his three eccentric companions, tirelessly completes job after job, helping many people in distress.

(Source: iQIYI, Google translated)",jikan_mal
166404,Ban Shen Zhi Jing,"Xia Qiu, the young master of the Shenzhao Sect, returns to the country at the invitation of his elder brother Xia Chun, only to unexpectedly discover strange research in a secret chamber. To uncover Xia Chun's secrets, he ventures to Fuyu Pool, but is persecuted by his brother and forced into becoming a sacrifice to the ancient ferocious beast Feilian. By a twist of fate, Feilian resides within Xia Qiu's body, and he loses his original powers. 

He is rescued by a chance encounter with a young girl named Long Yan. Upon waking, under the arrangement of Qing Chou, the acting head of the Long family, he disguises himself as Long Ze, the youngest son of the Long family, beginning a new life and adventure. Along the way, Long Ze encounters many companions and gradually experiences familial love and friendship he has never known before. The good times didn't last long. The immense power within him caused frequent crises, and the constantly emerging power struggles repeatedly injured or even killed his friends…

Ultimately, the ever-growing Long Ze reconciled with the power within him, successfully averting the greatest crisis and rescuing his companions who had been kidnapped by evil forces. However, the mysterious figure controlling the entire chessboard removed his mask, revealing himself to be his brother, Xia Chun, and even greater mysteries began to gather…

(Source: iQIYI, translated)",jikan_mal
166461,Kozukuri Ninkatsu-bu!,"Ao Suto is a self-confessed otaku. He talks about otaku with her classmates every day, and of course he has never had a girlfriend. Perhaps because he is seen like this, his classmate, Umi Tono calls him Otaku-kun instead of his name and treats him coldly. But he also had a dream. His goal is to find a good partner and start a family. The school also has a club to make dreams come true, a child-making and pregnancy club. The child-making and pregnancy-hunting club is a nationally sanctioned club activity that encourages students to become pregnant and conducts pregnancy-hunting activities. Ao was able to join the club after the selection process. According to his advisor, there is a girl who wants to be Ao's partner. Ao couldn't believe her eyes because the girl who entered the club room was Ukai Tono, who treated Ao coldly.",jikan_mal
166609,Junjou Decamelon,,not_found
166996,Tsuma Netori Kan: Bijutsu Kyoushi no Baai,"A gripping tale of desire, betrayal, and difficult choices. This story delves into the complexities of love and temptation, exploring how a moment of weakness can lead to life-changing consequences. With intense emotions and dramatic encounters, the characters face the reality of their actions, revealing the darker sides of relationships. An intense narrative filled with unexpected twists, emotional turmoil, and the raw exploration of human nature.

(Source: TMDB)",jikan_mal
167473,Mihitsu no Koi,"Official music video for Makura Izumi's song Love which was also released on the album ""Ai Naraba Shitte Iru.""",jikan_mal
168538,Shijoku Zukushi,"In the distant future, Kagami Village is a suburban mountain village that has been left behind by the highly developed science and technology in urban areas. ""If you're not well behaved, a look-alike will come."" Higure Akane, a middle school student living in this village where an old legend still remains, was looking forward to being reunited with her older sister Higure Sui, who has been released from the hospital after a year. However, shortly after her sister's release from the hospital, Akane receives a phone call. ""The person in that house is not your older sister.""

(Source: Official site, translated)",jikan_mal
169087,Ayagashima Kankou Annai,"The Awa Awa Girls visit the Locodols hoping for a guided tour of Nagarekawa.

(Source: Crunchyroll)",jikan_mal
169516,Shin Shinka no Mi Gekijou: Tokubetsu-hen,Shin Shinka no Mi: Shiranai Uchi ni Kachigumi Jinsei shorts streamed on the official YouTube channel prior to the series' premiere.,jikan_mal
169683,Shunka Shuutou,,not_found
169750,Shangri-La Frontier Mini Anime,,not_found
169830,Yinhe Zhi Xin Fan Wai Pian: Yi Bian,"Li Yuesu, a cosmic wanderer, accidentally discovered the immigrant spacecraft ""Shangjia"" that disappeared many years ago, and witnessed a terrifying anomaly... People gradually realized the great danger that is approaching humanity. After several twists and turns, Kony finally All forces in the Seoul Star Territory had to work together to deal with powerful enemies. Unexpectedly, the strength of the alien race is beyond imagination. When the humans in the Conil star field were wiped out, they had to send Li Yuesu to the powerful human civilization in the heart of the galaxy for help...

(Source: BiliBili)",jikan_mal
169910,"Yowai 5000-nen no Soushoku Dragon, Iwarenaki Jaryuu Nintei: Chokotto",,not_found
169966,I.CINNAMOROLL Animation,"In Cinnamoroll's origin story, a white dog flew down from the skies one day and was discovered by a female Cafe Cinnamon worker. The ""I.Cinnamoroll"" brand depicts an alternate world that poses a what-if question: What if Cinnamoroll had not met the Cafe Cinnamon worker on that fateful day? The ""I"" in the title stands for both the English first-person pronoun ""I"" and the Japanese word ""ai"" (love), and it represents the brand's theme of taking care of one's own body and mind. 

(Source: ANN)",jikan_mal
170511,Sumikko Gurashi: Sorairo no Mainichi,Short TV anime focusing on the origin of the five main characters.,jikan_mal
170657,Jinyi Shen Jiag,,not_found
170658,Waluolan Xiao Zhen,"Valoran Town is a official League of Legends: Wild Rift animation published by Riot Games China. It tells the story of a rich girl, Lux, who moves to Valoran Town to start an independent life to escape the control of her brother Garen. This is the hilarious daily story of the stubborn and troublesome Jinx, the malevolent and cute Veigar, and the narcissistic and romantic Ezreal becoming roommates.

(Source: Papuchochoł)",jikan_mal
171403,Fanren Xiu Xian Zhuan: Xinghai Feichi Prologue,Prologue episodes to the third season of Fanren Xiu Xian Zhuan.,jikan_mal
171601,Sakigake!! Reiwa no Otokojuku,,not_found
174706,Dan Dao Zhizun,"In the ancient medicine continent, there are thousands of races, and the alchemist is revered. The Yin and Yang Alchemy God Su Beihuang spent all his efforts to refine the divine elixir, but was plotted by the beauty, integrated with the elixir and hidden for a hundred years. A hundred years later, his descendant Su Beitian was humiliated but still resisted tenaciously. He unexpectedly received the inheritance of the Alchemy God and returned with domineering power! Awakening the dual martial arts of ice and fire, practicing alchemy again, and becoming a young hero. As the truth behind his mother's disappearance is investigated, conspiracies gradually emerge. Let’s see Su Beitian go through many disasters, explore the extremes of martial arts, and become the supreme master of alchemy!

(Source: iQIYI, translated)",jikan_mal
174708,Tai Yi Jian Xian Zhuan,"In the Jiuzhou Continent, the Immortal Way is prosperous, and everyone in the world is proud to worship the Immortal Sect. However, cracks in the boundary wall suddenly appeared, and demons from other worlds began to sneak into the Kyushu Immortal Sect secretly. After the alien demons infiltrated into the major immortal sects, they tried to gradually take over the power of the immortal sects and attempted to subvert the Kyushu Continent. 

Sword Immortal Mu Xun and his friends stopped the demon invasion, but unfortunately fell into the demon trap and were mistaken for a traitor from the immortal sect. In order to look for opportunities and clues to the lurking demons, Mu Xun decided to hide his traces and never show anyone else, and handed over his only son Dongfang Hao to his wife's clan to raise and take care of him. 

Dongfang Hao, who has the blood of the Imperial clan but has no spiritual roots, has always been regarded as mediocre and bullied by his fellow tribesmen. He was originally a swordsman queen, but his life was rough because his father was framed by the demon clan. In times of crisis, he Resolutely relied on unremitting efforts to turn danger into safety, and step by step towards the road of enlightenment and immortality. 

In the secret realm of Taichu, the capital of Zhaowu King, Dongfang Hao stood up with loyalty and saved his friends in danger many times. At the same time, Dongfang Hao never forgot to search for his missing father. Taming dragons, competing for immortal souls, and constantly improving his cultivation, he is determined to find his father, reunite the major immortal sects, and drive the demons out of the Kyushu continent.

(Source: Youku, translated)",jikan_mal
174709,Quan Zhi Ming,"The village of Ootsuka—home to Shino Inuzuka, Sousuke Inukawa, and Hamaji—was lit on fire under the preconception that a virus had seen all of its life eradicated. Now surrounded by flames and on the verge of death, the three were approached by a strange man holding a sword. He tells them that they must reach a decision if they want to live. That night changed everything for these children.

Five years later, the family of three now lives under the watchful eye of the small Imperial Church in a nearby village. All is fine and dandy until the Church attempts to reclaim the demonic sword of Murasame. To accomplish this, they kidnap Hamaji to lure Shino, now a bearer of Murasame's soul, and Sousuke, who possesses the ability to transform into a dog. The brothers must put their differences aside to rescue their beloved sister from the Church in the Imperial Capital, signalling the beginning of a very difficult journey.",jikan_mal
174981,Yi Nian Yongheng: Zhizi Pian,"For the sake of all living beings, Bai Xiaochun is forced to engage in a final battle with Tongtian Daoist. With the old world shattered, the group is scattered across the Eternal Continent beyond the heavens. Here, Bai Xiaochun will face even greater challenges and more powerful enemies…

(Source: Tencent, translated)",jikan_mal
175152,Sore Ike! Anpanman: Roboly to Pokapoka Present,"Comet Robo is a place where robots who can make anything live. The robot girl who lives on this planet, Roboly, is always the best at what she does. However, she learns that there is only one ""important thing"" that even she can't make, and leaves Comet Robo to find it. During the journey, Roboly and her partner, the little robot bird Koto, pick up a gift box containing a nice music box and come to Anpanman's world to find the owner.

As she meets Anpanman and spends time with him, she notices that her chest feels ""warm"" for some reason. While wondering about her first feelings, Roboly gradually deepens his bond with Anpanman and friends.

At the same time, Baikinman invents the strongest mecha ""Roboking"" and goes on a rampage in Comet Robo. Will Anpanman and friends be able to protect Comet Robo from Baikinman? And will Roboly be able to find the ""important thing?""

(Source: Translated, edited from official website)",jikan_mal
175646,Chang'An ,"Young and fierce Princess Emela of Xiyue is traveling to the city of Chang'an to marry the reserved and solemn ninth prince of Tang, Li Qiang. While still on her journey, she already becomes the target of a rebel ambush.

However, the princess must not only face the rebels but also break the fortress around the prince's heart. Taking the name Li Mingyue after her wedding, she is determined to make her marriage work to keep her country safe from war. Unfortunately, amid a court rife with treachery and conspiracies threatening the peace, the newlyweds will need to cautiously navigate the complex waters of both state and private affairs.

[Written by MAL Rewrite]",jikan_mal
176858,"Tearmoon Teikoku Monogatari: Dantoudai kara Hajimaru, Hime no Tensei Gyakuten Story Mini Anime",,not_found
176864,Xing Qia Meng Shao Nu 1 Hua Yu Bi Ji,,not_found
179873,Monster Strike Anime: Masamune - Shimei no Akaki Yaiba,,not_found
183472,Nui Story,,not_found
184292,Uri Veranda-eseo Mannayo,"On the last night of the year, a young girl is told not to come home until she has successfully sold enough matches. As she struggles to ply her wares, she has plenty of time to contemplate the lives of the people who pass her by. However, as the night drags on and grows colder, she decides to light a match for herself in hopes of a little warmth.

[Written by MAL Rewrite]",jikan_mal
185463,Artiswitch: Ruru's Episodes of Memories,"This is the story of Ruru before she meets a trainee witch in Ura Ura-Harajuku. A 15-year-old girl, Ruru is unsure of what she wants to do or what she likes. One day, she finds something she likes for the first time in her life. In a world filled with things she hates, she wishes to at least fill herself with what she likes.

(Source: Artiswitch Channel)",jikan_mal
188828,Choeganggyeongchal Mini Teukgongdae,,not_found
193467,Dinoster: Gongnyongsuhodae ,Third season of Dinoster: Gonglyongsuhodae.,jikan_mal
199478,Gasonshi!!: Esper Shoujo to Ninja no Abiko Monogatari,,not_found
199796,Samishii Anata,Music video for the song Samishii Hito by RIM.,jikan_mal
204544,Heart Cocktail Colorful: Haru-hen,,not_found
204545,Heart Cocktail Colorful: Natsu-hen,,not_found
204547,Heart Cocktail Colorful: Fuyu-hen,,not_found
206146,Zhongguo Jingqi Xiansheng (2023),,not_found
206159,Balala Xiao Mo Xian: Xing Yuan Die Qi 2,,not_found
124118,Denglong Dao,"Liu Ruyan, the daughter of the Liu family, was brutally murdered by the living dead under the command of the Old Mother of No Life on her wedding day. Fortunately, she was rescued by Lantern Blade, who was searching for the whereabouts of the Black Tai Sui. Liu Ruyan vowed revenge and began to wander with Lantern Blade. One day, the two arrived at a dilapidated town where various forces gathered. Amidst the undercurrents, Miss Liu's true identity gradually surfaced, and a great battle was about to break out.

(Source: Bangumi, translated)",jikan_mal
124343,Erlang Shen: Shenhai Jialong,,not_found
129770,Yun Zhong Ju San Zi,"In an ancient world where gods, demons, and mortals coexisted, the immortal Chang'er and his apprentice Xiao Liang lived in seclusion in the Floating Light Cave. Their peaceful life was shattered by the pursuing demon king Dapeng. The timid Xiao Liang was forced to team up with the clever and cunning scholar Jiang Cheng and the resolute and stubborn monk Chongming, embarking on a journey to find the legendary immortal's abode, Cloud Dwelling. Along the way, the three would face numerous hardships, experience heart-fluttering romance, and endure trials of friendship and life-or-death situations. Meanwhile, a grand conspiracy involving forces from all three realms was unfolding around them.

(Source: iQIYI, translated)",jikan_mal
131791,Xi Yangyang Yu Hui Tailang Zhi Shouhu,,not_found
137647,Taiping Tianshu: Jiang Hun Juexing,"The Grand Prize Challenge was born, and the talented player Guo Xiaoye, who had been suspended for two years due to a frame-up, once again challenged the top. In order to prove that he has regained his original intention, he and his natural general Guo Jia passed the test, but discovered a shocking conspiracy during the game - the damage in the game can actually be transmitted to real players!

(Source: Tencent, translated)",jikan_mal
137649,Fengyun Bian,"It tells the story of the top warriors Bu Jingyun and Nie Feng. In order to cope with a catastrophe that was about to sweep the entire world, they transformed into quantum states with the help of unknown seniors and mysterious extraterrestrial visitors, and their whereabouts are unknown. Three thousand years later, an asteroid hit the earth, turning the surface into a barbaric wasteland. 

Human beings trapped underground gradually discovered that there is a super power known as ""pulse energy"" in the human body. Bu Tianyun, an orphan from Dungeon 32, accidentally awakened Bu Jingyun who was sleeping in the meteorite. From then on, he discovered the ""pulse energy"" potential in his body, and together with Nie Feng's successor Nie Zifeng, embarked on the journey to become "" The journey of training as a ""pulse warrior"" and fighting to protect the world.

(Source: Baidu Baike)",jikan_mal
137673,Yuan Zun,"This story is set in the majestic Tianyuan Realm, where elemental energy can move everything in the world including control Yin and Yang. In the Zhou Dynasty, young Zhou Yuan is robbed of his ""Holy Dragon Fortune"" by an enemy nation using the ""Python Sparrow Swallows Dragon"" technique, leaving him plagued by toxic energy for over a decade. 

Upon entering his ancestral land, he meets the mysterious Yao Yao, who helps him break free from his power constraints. With newfound strength, Zhou Yuan bravely saves his family and country. Armed with the Primordial Qi that can devour the sun, moon, and stars, Zhou Yuan, once an overlooked boy, embarks on a journey to reverse his fate and achieve a life-changing rebirth.

(Source: WeTV)",jikan_mal
137699,Biaozhun Guige Zhanshi,"A nonsensical, hilarious animated film! There's a boy with the magical ability to cure all diseases, but his method of healing is by hitting people. There's also a girl who seems physically weak, but can suddenly develop explosive muscles, creating an adorable contrast. And then there's a monster who dreams of becoming the strongest. This quirky trio embarks on a magical journey full of surprises. It's guaranteed to make you laugh until your abs and V-line are aching!

(Source: Tencent, translated)",jikan_mal
137708,Xiao Bing Chuanqi,"He has always been ambitious, hoping to become the Army Marshal that united the universe. In his mind, in order to become the Army Marshal, he first need to become General, and way before that, a soldier. A journey of hero, an average looking young man, recently graduated from his high school accidentally enlisted in a division that, technically no longer exists. His journey began with torture, but a good torture by his instructors. He always had a dream of becoming an Army Marshal that united the humanity in the universe, and his instructors laid the foundation for him, using an unorthodox teaching methods. The first step, or the first hurdle for him was to survive his basic training in a boot camp, withstanding the good-willed tortured of his instructor. He did survive, he graduated successfully, and the sky's limit for him.

(Source: Novel Updates)",jikan_mal
137802,Baise Shandian,"After a crushing defeat in a major tournament, Zhang Ruoyi, forced to abandon her professional career, returned to school. In the unfamiliar environment, table tennis, which had once cast a shadow over her, became a ray of light piercing through her confusion—on the table, she made teammates; off the court, she gained friendships. This time, the young woman decided to give it her all and swing her racket towards the future.

(Source: Tencent, translated)",jikan_mal
143560,Bajie Zhi Tian Peng Xiajie,"As the first Chinese animated film to feature Zhu Bajie as the protagonist, it focuses on developing the character's growth and transformation. Compared to traditional Chinese animated heroes often portrayed as rebellious, Zhu Bajie has always been a controversial and talked-about character. While gluttonous, lazy, and somewhat selfish, he also possesses his own bottom line and principles, making him a flawed yet warm-hearted man.

The film also explores the love story between Zhu Bajie and his first love, ""Sister Egg"" from the Yunzhan Cave in Fuling Mountain, further highlighting Zhu Bajie's loyal and affectionate character. Their ""beauty and the beast""-like encounter, though beautiful and fleeting, evokes tears for their sincere love.

(Source: Douban, translated)",jikan_mal
149025,Dayu,,not_found
153471,Juedai Shuang Jiao: Tian Wai You Tian,,not_found
153472,Tian Ying,"Lu Chen, the ""Shadow"" undercover agent of Fuyun Division, was cursed by black fire for destroying the demon sect's divine spell, and his cultivation was completely destroyed. After ten years of living in exile and seclusion, Master Tian Lan appeared again and gave Lu Chen the task of going to the Kunlun Sect to find the undercover demon sect. In order to repair the damaged Five Elements God Disk, Lu Chen was ordered to become a hundred of the Kunlun Sect. A handyman disciple in the thatched cottage. In the process of carrying out the mission, he met many friends and the love of his life Yi Xin, and gradually felt the warmth of the world. At the same time, he touched on the secrets behind Kunlun from various clues, and discovered that the black dragon sealed in the Kunlun Forbidden Land was not an evil monster, but had always claimed to be for The righteous Tian Lan actually had other plans. After realizing the facts, Lu Chen was confused for a while. With Yi Xin's encouragement, he decided to face the past and no longer stick to the so-called distinction between good and evil, but to follow his heart and do the right thing.

(Source: Tencent, translated)",jikan_mal
155154,Tsuma wo Dousoukai ni Ikasetara,"Yuri, a married woman, attends a class reunion despite her husband's concerns. There, she reunites with her ex-boyfriend Tatsuhiko. While Tatsuhiko continues to drink and show romantic interest in Yuri, she worries about his well-being due to his careless behavior and lack of alcohol control. Despite her concern, Yuri accompanies him to the bathroom when he feels unwell, but Tatsuhiko takes the opportunity to try to seduce her. Tatsuhiko had been pretending to be drunk to be alone with Yuri.",jikan_mal
155315,Jin Can Wangshi,"Adapted from the phenomenal suspense and strange story novel ""Miaojiang Gu Shi"" by Namo Jiasha. Lu Zuo, an ordinary young man who originally worked in a shop in Dongguan, accidentally obtained the powerful power of the golden silkworm from his grandmother when he returned to his hometown to visit his relatives. However, conspiracies and struggles surrounding the golden silkworm came one after another. How should Lu Zuo, who was involved in the disputes, deal with it?

(Source: Youku, translated)",jikan_mal
166411,Jian Xian Zaici 2,"In the Jiuzhou Continent, the Immortal Way is prosperous, and everyone in the world is proud to worship the Immortal Sect. However, cracks in the boundary wall suddenly appeared, and demons from other worlds began to sneak into the Kyushu Immortal Sect secretly. After the alien demons infiltrated into the major immortal sects, they tried to gradually take over the power of the immortal sects and attempted to subvert the Kyushu Continent. 

Sword Immortal Mu Xun and his friends stopped the demon invasion, but unfortunately fell into the demon trap and were mistaken for a traitor from the immortal sect. In order to look for opportunities and clues to the lurking demons, Mu Xun decided to hide his traces and never show anyone else, and handed over his only son Dongfang Hao to his wife's clan to raise and take care of him. 

Dongfang Hao, who has the blood of the Imperial clan but has no spiritual roots, has always been regarded as mediocre and bullied by his fellow tribesmen. He was originally a swordsman queen, but his life was rough because his father was framed by the demon clan. In times of crisis, he Resolutely relied on unremitting efforts to turn danger into safety, and step by step towards the road of enlightenment and immortality. 

In the secret realm of Taichu, the capital of Zhaowu King, Dongfang Hao stood up with loyalty and saved his friends in danger many times. At the same time, Dongfang Hao never forgot to search for his missing father. Taming dragons, competing for immortal souls, and constantly improving his cultivation, he is determined to find his father, reunite the major immortal sects, and drive the demons out of the Kyushu continent.

(Source: Youku, translated)",jikan_mal
166414,Tianting Banzhuan Xia,"Li Ji, a cold and arrogant genius student in the Department of Architecture, was kidnapped by a creature from another world, Dark Qilin, and taken to a secret realm called Po Nian Space. The secret realm contained the ruins of an ancient heaven. Dark Qilin told him that he had to pass through if he wanted to go back. The test of heaven, and this test is to rebuild heaven...

(Source: iQIYI, translated)",jikan_mal
166416,Shen Wu Tianzun,"The only body cultivator in the nine realms was betrayed by his close friend Li Yunfei, and his body and soul disappeared. By chance, his soul remained immortal, and unexpectedly happened to Xiao Chen, a dying disciple of Qingyun Sect. After rebirth, Xiao Chen not only resurrected, but also awakened his supreme magical power. He also vowed to take back everything that belonged to him, and walked out on his own magical path as the ""Venerable God"".

(Source: iQIYI, translated)",jikan_mal
166454,Jiadao Zhong Er,,not_found
166511,Xiongshi Shaonian 2,,not_found
168081,Quanzhi Fashi Special: Shenmi Weituo,"Mage Mo Fan, and his partner Ling Ling, are drawn into a long-standing unsolved case due to a mysterious invitation from the Hunter King. After a series of adventures and investigations, they discover that it was all a conspiracy orchestrated by the Red Beast. The Red Beast, by parasitizing demons like Yi Qiu and Lu Kun, is growing stronger step by step, getting closer and closer to its ultimate goal. After a thrilling life-or-death battle, Mo Fan, with the help of his friends Ling Ling and Wang Yue Qian Xun, defeats the Red Beast, only to discover that it was merely one of its clones, and that he himself had already become part of the Red Beast's conspiracy...

(Source: Tencent, translated)",jikan_mal
168178,Kaiju Yi Zuo Shan 2,Second season of Kaiju Yi Zuo Shan.,jikan_mal
168240,San Xiu Zhi Wang,"This is the story of an ordinary boy who befriends an ancient artifact spirit. With the spirit's assistance, he diligently cultivates his skills, meets all sorts of people, and experiences various adventures, some easy, some fraught with challenges. His life begins to get back on track. Ultimately, he will surpass even the Great Emperor and protect the entire continent.

(Source: Tencent, translated)",jikan_mal
170297,Konomi ja Nai kedo: Mukatsuku Ane to Aishou Batsugun Ecchi,"Two siblings have been constantly fighting, but their lives take an unexpected turn when they realize they are sexually attracted to each other.",jikan_mal
170599,Fleur The Animation,"The life of a hentai mangaka is not easy. In the privacy of his bathroom, mangaka Obana tried his best to overcome his creative crisis by fantasizing about the editor of Shinonome. She is as beautiful as a lotus flower and as fragrant as jasmine, so she has long absorbed the guy's thoughts. Suddenly, out of nowhere, this woman appeared right in front of him at the most crucial moment and took on the result of his creative culmination. Having gotten the hang of things, she decided to help Obana.",jikan_mal
172399,Ojisan de Umeru Ana The Animation,,not_found
172976,Shimajirou Miracle-jima no Nanairo Carnation,,not_found
174128,Chikomaru,,not_found
