id,release_year,release_quarter,split_pre_release_effective,is_model_split,popularity,meanScore,popularity_quarter_pct,popularity_quarter_bucket,title_romaji,title_english,description,coverImage_extraLarge,coverImage_large,coverImage_medium,bannerImage,trailer_id,trailer_site,trailer_thumbnail,has_text_description,has_cover_image,has_banner_image,has_trailer
119944,2019,1.0,val,True,560.0,70,0.3789473684210526,warm_25_50,"Tenkyuu, Suisei wa Yoru wo Mataide",Her Trail on the Celestial Sphere,"Music video animated and sung by Suisei Hoshimachi for the song <i>Tenkyuu, Suisei wa Yoru wo Mataide</i>.<br></br>

To celebrate Suisei's 1st anniversary since her debut, it was announced on February 22, 2019 that a second original song would be made. The music video, which was uploaded to YouTube on March 22, includes vocals and animation done by Suisei herself, while also featuring art by Nari Teshima.",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b119944-6XKMFi1SX5fD.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b119944-6XKMFi1SX5fD.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b119944-6XKMFi1SX5fD.png,https://s4.anilist.co/file/anilistcdn/media/anime/banner/119944-xPGdTVtPqDx8.jpg,zLak0dxBKpM,youtube,https://i.ytimg.com/vi/zLak0dxBKpM/hqdefault.jpg,True,True,True,True
119945,2019,3.0,val,True,215.0,53,0.2458100558659217,cold_0_25,Shu Ling Ji,,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx119945-xxz6DBeZ7BHM.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx119945-xxz6DBeZ7BHM.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx119945-xxz6DBeZ7BHM.jpg,,,,,False,True,False,False
119949,2019,4.0,val,True,103.0,48,0.1224489795918367,cold_0_25,Mawangui Ttal Ireesha,"Ireesha, The Daughter of Elf-king",The adventures of high school girl Ireesha and her friends (talking frog and guitar-fairy Robby) as she visits Elf world to retrieve her friend’s soul.,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx119949-brNWHG7WCVEO.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx119949-brNWHG7WCVEO.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx119949-brNWHG7WCVEO.jpg,,,,,True,True,False,False
120160,2019,3.0,val,True,344.0,73,0.3184357541899441,warm_25_50,Sacrifice,Sacrifice,Music video directed and animated by Mafuteru for the song <i>Sacrifice</i> by Mafumafu. The song was featured as the opening for Katsute Kami Datta Kemono-tachi e.,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx120160-la5TmLxwQXeJ.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx120160-la5TmLxwQXeJ.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx120160-la5TmLxwQXeJ.png,https://s4.anilist.co/file/anilistcdn/media/anime/banner/120160-m3sD8bpBIQBX.jpg,boLiYzE3xM8,youtube,https://i.ytimg.com/vi/boLiYzE3xM8/hqdefault.jpg,True,True,True,True
120231,2019,3.0,val,True,121.0,47,0.1731843575418994,cold_0_25,Moshi Juexing: Ruqin Part 2,,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx120231-T7FAbtOiFlqw.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx120231-T7FAbtOiFlqw.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx120231-T7FAbtOiFlqw.jpg,,,,,False,True,False,False
120257,2019,3.0,val,True,14004.0,79,0.7653631284916201,top_75_100,Shingeki no Kyojin: Chimi Kyara Gekijou - Rivai-han Part 2,,"Shingeki no Kyojin Season 3 Part 2 DVD/BD specials. They are chibi parody shorts; one video was included on each of the DVD/BDs for a total of three. Each video contained three stories, which continued the chibi parody story from the previous chibi parody specials included on the DVD/BDs of the previous seasons.",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx120257-eerywzUJdLzy.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx120257-eerywzUJdLzy.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx120257-eerywzUJdLzy.jpg,,,,,True,True,False,False
120266,2019,4.0,val,True,176.0,32,0.2193877551020408,cold_0_25,Original Eigakan Manner Eizou,,A parody manner movie a fictitious film about Oshiri Mae Man that was featured on the variety show Eizou Big Creator: Ryuji Akiyama no Douga Shin Jidai.,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b120266-6ryy4JLgIJEE.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b120266-6ryy4JLgIJEE.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b120266-6ryy4JLgIJEE.png,,1kJkXkaME1M,youtube,https://i.ytimg.com/vi/1kJkXkaME1M/hqdefault.jpg,True,True,False,True
120314,2019,1.0,val,True,93.0,30,0.1421052631578947,cold_0_25,Dase! Ikevo Gakuen,,"Dase! Ikevo Gakuen is an original anime produced by the ESP College of Entertainment Fukuoka Department of Voice Acting, in collaboration with Takashi Taniguchi. Set in Ikevo Academy, we follow the comedic love story of a young man aspiring to become a voice actor. In the spirit of promoting voice acting education, members of the general public auditioned to voice the characters in the show.
<br><br>
Dase! Ikevo Gakuen was broadcast irregularly on J:COM Fukuoka from February 2, 2019 to September 21, 2019. Episodes were posted in advance on the ESP College of Entertainment Fukuoka voice acting YouTube channel.
",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx120314-N5P41jeUZ6fo.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx120314-N5P41jeUZ6fo.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx120314-N5P41jeUZ6fo.jpg,,,,,True,True,False,False
120317,2019,3.0,val,True,736.0,46,0.3966480446927374,warm_25_50,Girl X,,"A girl quietly reads a book in her room. Suddenly, a monster comes crawling out from under her bed! Is it friend or foe?",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx120317-7qWom7SJq72J.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx120317-7qWom7SJq72J.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx120317-7qWom7SJq72J.png,,FCAWKx5uURg,youtube,https://i.ytimg.com/vi/FCAWKx5uURg/hqdefault.jpg,True,True,False,True
120323,2019,2.0,val,True,309.0,74,0.2934782608695652,warm_25_50,Super Nuko ni Naren katta,,Music video directed and animated by Mafuteru for the song <i>Super Nuko ni Naren katta</i> by Mafumafu.,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b120323-8oGT77zKx7sZ.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b120323-8oGT77zKx7sZ.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b120323-8oGT77zKx7sZ.png,https://s4.anilist.co/file/anilistcdn/media/anime/banner/120323-9cjHAUFenPYO.jpg,KRSzKCFsTVA,youtube,https://i.ytimg.com/vi/KRSzKCFsTVA/hqdefault.jpg,True,True,True,True
120492,2019,2.0,val,True,42.0,27,0.0326086956521739,cold_0_25,Huang Dou Jun Tebie Ban: Wang Bu Liao,,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx120492-yjAHlKTXsrOR.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx120492-yjAHlKTXsrOR.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx120492-yjAHlKTXsrOR.png,,,,,False,True,False,False
120513,2019,2.0,val,True,199.0,75,0.233695652173913,cold_0_25,Shinobi no Susume,An Encouragement of Ninja,Music video directed and animated by Mafuteru for the song <i>Shinobi no Susume</i> by Mafumafu.,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx120513-wJGckyWyL7Hf.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx120513-wJGckyWyL7Hf.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx120513-wJGckyWyL7Hf.png,https://s4.anilist.co/file/anilistcdn/media/anime/banner/120513-uQCNY8uRLlK9.jpg,tASF0Vj_-QE,youtube,https://i.ytimg.com/vi/tASF0Vj_-QE/hqdefault.jpg,True,True,True,True
120904,2019,2.0,val,True,801.0,32,0.4130434782608695,warm_25_50,Battle of Clay 2019,,"A fully animated revamp of the original, Battle of Clay.",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx120904-r3EmrQHqK5QY.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx120904-r3EmrQHqK5QY.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx120904-r3EmrQHqK5QY.png,,ak6tUo_rvbo,youtube,https://i.ytimg.com/vi/ak6tUo_rvbo/hqdefault.jpg,True,True,False,True
120998,2019,1.0,val,True,80.0,40,0.1236842105263157,cold_0_25,Represent Chikyuu Collab Anime,,Animated shorts by Takashi Taniguchi in collaboration with youtuber group Represent Chikyuu.,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b120998-76CHoTK2E0hF.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b120998-76CHoTK2E0hF.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b120998-76CHoTK2E0hF.png,https://s4.anilist.co/file/anilistcdn/media/anime/banner/120998-7pvUw0CIf1dM.jpg,,,,True,True,True,False
121035,2019,4.0,val,True,1990.0,70,0.5102040816326531,hot_50_75,Saga Jihen,,Full music video for the track <i>Saga Jihen</i> from the Zombieland Saga Best album.,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx121035-77LR5DuKNRFO.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx121035-77LR5DuKNRFO.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx121035-77LR5DuKNRFO.png,https://s4.anilist.co/file/anilistcdn/media/anime/banner/121035-t1LHcvZ1htaM.jpg,VRt_i5FI9-o,youtube,https://i.ytimg.com/vi/VRt_i5FI9-o/hqdefault.jpg,True,True,True,True
121043,2019,3.0,val,True,3103.0,60,0.5921787709497207,hot_50_75,Hensuki▽,,A short anime spin-off that ran after episodes of the main anime on AT-X and GYAO.,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx121043-tKiAftJvnEaM.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx121043-tKiAftJvnEaM.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx121043-tKiAftJvnEaM.png,https://s4.anilist.co/file/anilistcdn/media/anime/banner/121043-dTpOxdiemSwt.jpg,,,,True,True,True,False
121179,2019,3.0,val,True,88.0,54,0.1173184357541899,cold_0_25,Xiao Hua Xian 5: Sishi Hua Yu - Chun Xia 1: Chun,,"This is the first part of a 4 parts story which consist of ""spring"" (this season), ""summer"" (season 5 part 2), ""fall"" (season 6 part 1), ""winter"" (season 6 part 2)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx121179-mmxcwQ0PJrSI.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx121179-mmxcwQ0PJrSI.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx121179-mmxcwQ0PJrSI.png,,,,,True,True,False,False
121218,2019,3.0,val,True,140.0,37,0.1899441340782122,cold_0_25,Chuanyue Huoxian: Youling Jihua,,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx121218-69XUULU7EuHf.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx121218-69XUULU7EuHf.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx121218-69XUULU7EuHf.png,https://s4.anilist.co/file/anilistcdn/media/anime/banner/121218-MCdnoLVTZ3Kf.jpg,9OFj_ptdEP4,youtube,https://i.ytimg.com/vi/9OFj_ptdEP4/hqdefault.jpg,False,True,True,True
121225,2019,2.0,val,True,153.0,35,0.2010869565217391,cold_0_25,Chuizhi Shijie: Dizhonghai Mei Shaonian,,"Mediterranean Beautiful Youth is a new idol group composed of five brothers.The five are mainly characterized by their handsome appearance and non-existent hairline. They claim to be quintuplets, although everyone has different causes of baldness.
<br><br>
(Source: bilibili, translated, edited)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx121225-tEs71o4Qr0sK.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx121225-tEs71o4Qr0sK.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx121225-tEs71o4Qr0sK.png,,Ioagc-RWihQ,youtube,https://i.ytimg.com/vi/Ioagc-RWihQ/hqdefault.jpg,True,True,False,True
121233,2019,1.0,val,True,33.0,41,0.0210526315789473,cold_0_25,Wangzhe Wai Zhuan 2,,The second season of <i>Wangzhe Wai Chuan</i>.,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx121233-0PEKDb42TP7p.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx121233-0PEKDb42TP7p.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx121233-0PEKDb42TP7p.png,,,,,True,True,False,False
121388,2019,4.0,val,True,90.0,35,0.1122448979591836,cold_0_25,Zhandou Wang: Jufeng Zhan Hun 5 - Heit Fan Wai Pian,,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx121388-ZO4eOiF6Su5r.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx121388-ZO4eOiF6Su5r.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx121388-ZO4eOiF6Su5r.jpg,,,,,False,True,False,False
121687,2019,1.0,val,True,281.0,47,0.2947368421052631,warm_25_50,Mahou no Lumitear,,"Based on Bandai's candy-toy brand.<br><br>This is the story about the children of the stars, born from a shining star in the night sky. Petel Tear, Syuna Tear, and Proro Tear always play by collecting star drops. One day, glittering LumiTear Sticks are born from the drops when they wish upon their collection. The sticks have the ability to make magic and their days become more joyful.
",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx121687-qJvH0OCFbZ6o.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx121687-qJvH0OCFbZ6o.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx121687-qJvH0OCFbZ6o.jpg,,,,,True,True,False,False
121690,2019,1.0,val,True,76.0,29,0.1052631578947368,cold_0_25,Enoshimans: Kurage no Soudan,,"A spin-off of Enoshimans, a web series that was made to promote the Enoshima Aquarium in Fujisawa. We follow Eno from the original series as he interacts with other jellyfish at the aquarium.
",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx121690-NSnKnNS80LIz.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx121690-NSnKnNS80LIz.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx121690-NSnKnNS80LIz.png,,,,,True,True,False,False
121720,2019,3.0,val,True,110.0,37,0.1564245810055866,cold_0_25,Deluxe da yo! Kaishain,Shellfish Employee,"With the conclusion of Asa Da yo! Kai Shain's TV broadcast it gets reborn with a brand new story and new characters, though some will make a comeback. This time it follows the human Kamoyama who was on his way to becoming a corporate elite when a mistake sent him to work as the manager for the Sale Department Z filled with selfish (shellfish) incompetent employees. He aims to regain his corporate elitism by converting these clamployees into decent members of the workforce with good sales results. But their laziness knows no bounds.
<br><br>
(Source: MAL)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx121720-1FeJRFv7T4z8.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx121720-1FeJRFv7T4z8.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx121720-1FeJRFv7T4z8.png,,,,,True,True,False,False
121780,2019,2.0,val,True,58.0,29,0.0489130434782608,cold_0_25,Zhongguo Hao Gushi,,"A collection of works selected and produced by Tencent Penguin Pictures in co-operation with different studios.<br>
<br>
#01: 日暮之隙 - Rimu Zhi Xi<br>
#02: 速滑少年 - Su Hua Shaonian<br>
#03: 秋的魔法世界 - Qiu de Mofa Shijie<br>
#04: 一梦 - Yi Meng<br>
#05: 天桥 - Tianqiaoi<br>
#06: 食光飞逝 - Si Guang Feishi<br>
#07: 醒狮开泰 - Xing Shi Kai Tai<br>
#08: 补天后人 - Bu Tian Houren<br>
#09: 丝念 - Si Nian<br>
#10: 神农 - Shennong<br>
#11: 想去看蓝天 - Xiang Qu Kan Lan Tian<br>
#12: 高山流水 - Gaoshan Liushui<br>
#13: 悯农 - Min Nong<br>
#14: 海洋奇缘 - Haiyang Qi Yuan<br>
#15: 游子吟 - Youzi Yin<br>
#16: 凿壁借光 - Zao Bi Jieguang<br>
#17: 我的英雄 - Wo de Yingxiong<br>
#18: 精卫填海 - Jingwei Tian Hai<br>
#19: 夸父追日 - Kua Fu Zhui Ri<br>
#20: 幸福时节 - Xingfu Shijie<br>
#21: 匆匆 - Congcongi<br>
#22: 迁 - Qian<br>
#23: 女孩和捻角羊 - Nühai He Nian Jue Yang<br>
#24: 仰望星辰 - Yangwan Xingcheni<br>
#25: 归音 - Gui Yin<br>
#26: 盘古开天 - Pangu Kai Tian<br>
#27: 中国动画70年 辉煌在延伸 - Zhonguo Donghua 70 Nian: Huihang Zai Yanshen<br>
#28: 龙舟记 - Longzhou Ji<br>
#29: 汉口往事 - Hankou Wanshi<br>
#30: 加油 - Jiayou",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx121780-znHSYYuKG1ez.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx121780-znHSYYuKG1ez.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx121780-znHSYYuKG1ez.png,,,,,True,True,False,False
121833,2019,2.0,val,True,179.0,56,0.2201086956521739,cold_0_25,Sore Ike! Anpanman: Kirameke! Ice no Kuni no Vanilla-hime,Anpanman: Twinkle! Princess Vanilla of Ice Cream Land,"The film's story centers on Princess Vanilla, a princess in a land of ice cream, but who nevertheless is unable to create ice cream herself, no matter how much she practices every day. Finally fed up with her lack of ability, she flees her palace, and soon meets Anpanman and Kokin-chan. While traveling with them, she learns the reason why she can't create ice cream. Meanwhile, Baikinman attacks the land of ice cream while Princess Vanilla is missing.<br><br>(Source: Anime News Network)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx121833-8AhBVgzLSNsj.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx121833-8AhBVgzLSNsj.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx121833-8AhBVgzLSNsj.png,,,,,True,True,False,False
121994,2019,3.0,val,True,395.0,64,0.329608938547486,warm_25_50,Alita de Shui Qian Gushi,A Bedtime Tale,"The soul that looks to the dragon is born of dark shadows from longing; the light guides the young archer and helps him find the courage to fight the darkness.<br>
""...Everyone has a shadow in their heart.""<br>
The grandma complains that she is running out of stories.
<br><br>
(Source: Studio Tumble Youtube Channel, edited)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx121994-s4PqjG8QaOIV.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx121994-s4PqjG8QaOIV.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx121994-s4PqjG8QaOIV.png,https://s4.anilist.co/file/anilistcdn/media/anime/banner/121994-dX51J3dLFVRB.jpg,Fwq9iBhuwl4,youtube,https://i.ytimg.com/vi/Fwq9iBhuwl4/hqdefault.jpg,True,True,True,True
122208,2019,3.0,val,True,429.0,56,0.3519553072625698,warm_25_50,Cinderella Girls Gekijou CLIMAX SEASON Specials,,Special episodes bundled with Blu-Ray/DVD release of Cinderella Girls Gekijou CLIMAX SEASON.,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx122208-6lBKUBVW287g.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx122208-6lBKUBVW287g.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx122208-6lBKUBVW287g.jpg,,,,,True,True,False,False
122736,2019,4.0,val,True,278.0,63,0.2780612244897959,warm_25_50,Inori wa Karappo,Empty Prayer,Music video directed and animated by avogado6 for the song <i>Empty Prayer</i> by nulut featuring Yukari Yuzuki and flower.,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx122736-wkrlLdfzk8XJ.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx122736-wkrlLdfzk8XJ.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx122736-wkrlLdfzk8XJ.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/122736-lG6jh2VcI0qH.jpg,sNtJOrenwj4,youtube,https://i.ytimg.com/vi/sNtJOrenwj4/hqdefault.jpg,True,True,True,True
122763,2019,3.0,val,True,79.0,46,0.1005586592178771,cold_0_25,Hanatare Tengu,,Music video directed and animated by Osamu Taniguchi for the song <i>Hanatare Tengu</i> by Uutubo.,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx122763-puBjsK9mDm7a.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx122763-puBjsK9mDm7a.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx122763-puBjsK9mDm7a.png,https://s4.anilist.co/file/anilistcdn/media/anime/banner/122763-KzqJPtN9Hxij.jpg,z4zZlaQl0ww,youtube,https://i.ytimg.com/vi/z4zZlaQl0ww/hqdefault.jpg,True,True,True,True
122980,2019,1.0,val,True,154.0,65,0.2,cold_0_25,Underdog,,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx122980-8Q8c4Omf4mBe.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx122980-8Q8c4Omf4mBe.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx122980-8Q8c4Omf4mBe.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/122980-eUWtsid4rDIA.jpg,,,,False,True,True,False
123079,2019,3.0,val,True,335.0,52,0.3128491620111732,warm_25_50,Tales of the Rays: Everlasting Destiny,Tales of the Rays: Everlasting Destiny,"Bandai Namco announced a new short anime titled Tales of the Rays: Everlasting Destiny. The anime will tell a story featuring the ""other side"" of the rescue of Ickx from the second chapter of the game (Mirrage Prison), showing the actions of Stahn and Leon, and will connect to the game's new story ""Fairy's Requiem"" which is the 3rd arc in the game app.<br><br>

(Source: Anime News Network)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx123079-obHivU6FhyBo.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx123079-obHivU6FhyBo.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx123079-obHivU6FhyBo.png,https://s4.anilist.co/file/anilistcdn/media/anime/banner/123079-f6X32oVswaba.jpg,,,,True,True,True,False
123113,2019,2.0,val,True,70.0,33,0.0788043478260869,cold_0_25,Zhuzhu Xia: Konglong Riji,,"A more educational season of GG Bond. This season is composed of 2 arcs, each arc has 52 episodes.
<br><br>
GG Bond works on cleaning up some fossils at the lab as they'll be used in a museum exhibit. He uses a fossil to create a data coin that is compatible with his special jet. This allows for him to travel back in time to the original animal (a T-Rex) the fossil was made of. While GG Bond is ecstatic to learn about dinosaurs in-person (as well as mine more accurate data for the data coin), he didn't quite realize the danger he'd be in. He successfully gets out of this sticky situation but there's still a lot more dinosaurs he needs to get information on.
",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx123113-jvtNp9pOhahj.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx123113-jvtNp9pOhahj.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx123113-jvtNp9pOhahj.jpg,,,,,True,True,False,False
123115,2019,4.0,val,True,65.0,49,0.0790816326530612,cold_0_25,Zhuzhu Xia: Jingsu Xiao Yingxiong,,"GG Bond is separated from his friends and lands in an unfamiliar part of the universe. He will have to rejoin his teammates and take part in speed races to find his way home. This season has 4 arcs, each arc is composed of 26 episodes.
<br><br>
(Source: videoageinternational.net)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx123115-tR8CjwOLLmWq.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx123115-tR8CjwOLLmWq.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx123115-tR8CjwOLLmWq.png,,,,,True,True,False,False
123116,2019,3.0,val,True,52.0,39,0.0614525139664804,cold_0_25,Zhuzhu Xia: Bukeseyi de Shijie,,"A girl has loved GG Bond the little pig hero ever since she was a little child. For GG Bond is nothing more than a children's story. Her overbearing parents pressured her into academics well beyond that of sensibility. As she suffers depression she touches a drawn mural she did of GG Bond on her bedroom wall. It opens a portal and she teleports into GG Bond's world. The worlds start to blur, and things she draws on the wall appear within the other world. Eventually she gets trapped and they have to find a way to get her back home.
",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx123116-J4M2pWFUbgn6.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx123116-J4M2pWFUbgn6.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx123116-J4M2pWFUbgn6.png,,,,,True,True,False,False
123284,2019,1.0,val,True,426.0,50,0.3631578947368421,warm_25_50,MOVE TO THE FUTURE,,"A short series about moving in the future by transportation company Art Corporation.<br>
<br>
List of commercials:<br>
• #00: Prologue (プロローグ)<br>
• #1: Mirai e no Tabidachi (未来への旅立ち)<br>
• #2: Mirai o Tsukuru Basho (未来を作る場所)<br>
• #3: Mirai no Hikkoshi (未来の引越)<br>
• #4: Hikkoshi de Hakobu Mono (引越で運ぶもの)<br>
• #5: Hikkoshi de Egao ni (引越で笑顔に)<br>
• #6: Hikkoshi de Shiawase o (引越で幸せを)<br>
• #7: Aobotto no Omoi (アーボットの想い)<br>
• #8: Shunin no Omoi (主任の想い)<br>
• #9: Izumi-chan no Omoi Soshite... (いずみちゃんの想い そして...)<br>",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx123284-wjCMb0gNkkQp.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx123284-wjCMb0gNkkQp.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx123284-wjCMb0gNkkQp.png,https://s4.anilist.co/file/anilistcdn/media/anime/banner/123284-Mw80338USGBm.jpg,-zTFYSRjhK4,youtube,https://i.ytimg.com/vi/-zTFYSRjhK4/hqdefault.jpg,True,True,True,True
123394,2019,4.0,val,True,145.0,34,0.1709183673469387,cold_0_25,Zhong Jia Ji Shen: Shen Jianglin,,"When countless laser beams come down from the sky and destroy all the countries that hold the advanced weapons, the world descends into chaos. Taiwan, fortunately, escapes the first wave of attack. People then assume that the cities built underwater are immune to the invasion and therefore gather forces under the sea to prepare for the counter-attack. However, they are unaware of the sea monsters that will prove to be the beginning of another nightmare...
<br><br>
(Source: Crunchyroll News)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx123394-cn3VMHGzhfRT.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx123394-cn3VMHGzhfRT.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx123394-cn3VMHGzhfRT.png,,pqWwuGq1tAg,youtube,https://i.ytimg.com/vi/pqWwuGq1tAg/hqdefault.jpg,True,True,False,True
123408,2019,1.0,val,True,137.0,60,0.1684210526315789,cold_0_25,Gomi,,Music video directed and animated by Osamu Taniguchi for the song <i>Gomi</i> by Uutubo.,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx123408-onERv38EMvnw.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx123408-onERv38EMvnw.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx123408-onERv38EMvnw.png,https://s4.anilist.co/file/anilistcdn/media/anime/banner/123408-wA1u99B9ADIo.jpg,vPpAvdJm5r0,youtube,https://i.ytimg.com/vi/vPpAvdJm5r0/hqdefault.jpg,True,True,True,True
