id,title_romaji,title_english,title_native,description,voice_actor_names,format,episodes,duration,meanScore,popularity,source,countryOfOrigin,isAdult,startDate_month,startDate_day,genres,studios,is_sequel,has_sequel,prequel_count,prequel_popularity_mean,prequel_meanScore_mean,release_year,release_quarter
20448,Seitokai Yakuindomo＊,Seitokai Yakuindomo Season 2,生徒会役員共＊,The second season of Seitokai Yakuindomo.,Shintarou Asanuma|Youko Hikasa|Satomi Satou|Sayuri Yahagi|Satomi Arai|Emiri Katou|Chiaki Omigawa|Yuu Kobayashi|Asami Shimoda|Mutsumi Tamura|Miyu Matsuki|Miho Hino|Chiwa Saitou,TV,13.0,23.0,75,53401.0,MANGA,JP,False,1.0,4.0,"[""Comedy"", ""Slice of Life""]","[{""id"": 15356, ""isMain"": false, ""node"": {""id"": 92, ""name"": ""Starchild Records"", ""isAnimationStudio"": false}}, {""id"": 15466, ""isMain"": true, ""node"": {""id"": 309, ""name"": ""GoHands"", ""isAnimationStudio"": true}}]",True,True,1,29958.0,75.0,2014,1
20449,"Suisei no Gargantia: Meguru Kouro, Haruka",Gargantia on the Verdurous Planet OVA (2014),翠星のガルガンティア～めぐる航路、遥か～,"Six months has passed since the battle with Kugel's fleet.<br><br>Fleet that has been released from the tyranny of the machine caliber Striker is about to join the Gargantia fleet, and new people are coming onboard.Ledo, while working with salvage team, is gathering information about the old civilization. He seeks answers to questions why the mankind had left the Earth and what were the reasons of strife between human race and Hideous. Ledo had deepened his interest in archeology and explores the history of mankind. Meanwhile, Amy teaches her new messenger recruit, Leema, about her work. Leema is a member of the original Kugel's fleet and after its dismantling, she had begun a new life on Gargantia.<br><br>(Source: Official site)",Kaito Ishikawa|Hisako Kanemoto|Ai Kayano|Kana Asumi|Shizuka Itou|Sayaka Oohara|Katsuyuki Konishi|Hideaki Tezuka|Yuuki Hayashi|Yuka Terasaki|Sora Tokui|Tomokazu Sugita|Ayumi Tsunematsu|Hideyuki Umezu|Inori Minase,OVA,2.0,54.0,71,10746.0,ORIGINAL,JP,False,9.0,7.0,"[""Action"", ""Adventure"", ""Mecha"", ""Sci-Fi""]","[{""id"": 15829, ""isMain"": true, ""node"": {""id"": 10, ""name"": ""Production I.G"", ""isAnimationStudio"": true}}]",True,False,1,11411.0,69.0,2014,3
20452,Senki Zesshou Symphogear G: Senki Zesshou Shinai Symphogear,Symphogear G: Non-Songs of the Valkyries,戦姫絶唱シンフォギアG 戦姫絶唱しないシンフォギア,Shorts released with the Blu-ray and DVD releases of Senki Zesshou Symphogear G.,Nana Mizuki|Aoi Yuuki|Yuka Iguchi|Hideo Ishikawa|Souichirou Hoshi|Ayahi Takagaki|Ai Kayano|Youko Hikasa|Yoshino Nanjou,SPECIAL,2.0,13.0,69,5363.0,ORIGINAL,JP,False,2.0,5.0,"[""Comedy"", ""Mahou Shoujo"", ""Music"", ""Slice of Life""]","[{""id"": 15282, ""isMain"": true, ""node"": {""id"": 41, ""name"": ""Satelight"", ""isAnimationStudio"": true}}, {""id"": 15283, ""isMain"": false, ""node"": {""id"": 92, ""name"": ""Starchild Records"", ""isAnimationStudio"": false}}]",False,False,0,0.0,0.0,2014,1
20453,"Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!: Motenaishi, Nazomeite Miru","Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!: Motenaishi, Nazomeite Miru",私がモテないのはどう考えてもお前らが悪い! 未放送第13話,"Bundled with the special limited first edition of the 7th manga volume.
Will be the 13th episode to the TV Anime.",Izumi Kitta|Kana Hanazawa|Yuuichi Nakamura|Rie Kugimiya|Kaori Mizuhashi|Risa Hayamizu|Junichi Suwabe|Yoshihisa Kawahara|Shizuka Ishigami|Mizuki Watanabe|Takumi Watanabe|Jun Inoue,OVA,1.0,27.0,67,20917.0,MANGA,JP,False,10.0,22.0,"[""Comedy"", ""Slice of Life""]","[{""id"": 15284, ""isMain"": true, ""node"": {""id"": 300, ""name"": ""SILVER LINK."", ""isAnimationStudio"": true}}]",True,False,1,145418.0,67.0,2014,4
20455,SoniAni: SUPER SONICO THE ANIMATION,Soni-Ani: SUPER SONICO THE ANIMATION,そにアニ -SUPER SONICO THE ANIMATION-,"Super Sonico is the mascot girl of the ""Nitro Super Sonic"" events held by Nitroplus. In her back story, she is already a photoshoot model, game character, and a musician, even as she studies as a college student.",Ayano Yamamoto|Jessica Nigri|Mildred Barrera|Julia Stoepel|Mai Gotou|Luci Christian|Alex Delint|Victoria Frenz|Soraya Richter|Mami Ozaki|Monica Rial|Alicia Vélez|Giovanna Winterfeldt|Ryouta Takeuchi|David Wald|Michael Baral|Juan Carlos Tinoco|Hisako Kanemoto|Kira Vincent-Davis|Melinda Rachfahl,TV,12.0,24.0,56,19631.0,ORIGINAL,JP,False,1.0,6.0,"[""Comedy"", ""Music"", ""Slice of Life""]","[{""id"": 15286, ""isMain"": true, ""node"": {""id"": 314, ""name"": ""WHITE FOX"", ""isAnimationStudio"": true}}, {""id"": 24623, ""isMain"": false, ""node"": {""id"": 459, ""name"": ""Nitroplus"", ""isAnimationStudio"": false}}, {""id"": 37607, ""isMain"": false, ""node"": {""id"": 376, ""name"": ""Sentai Filmworks"", ""isAnimationStudio"": false}}]",False,False,0,0.0,0.0,2014,1
20457,Black Bullet,Black Bullet,ブラック・ブレット,"The Gastrea virus spreads like wildfire, causing each infected host to rapidly mutate, gaining new powers and abilities with every stage of development, even while they continue to attack, kill and infect multiple new hosts. Unable to fight a pandemic enemy that turns defenders into adversaries, the shocked remnants of the human race are forced to retreat into cities surrounded by giant monoliths made of Varanium, one of the few materials that can stop the Gastrea. Now mankind's last hope lies in the Cursed Children: young girls infected with the virus who have managed to retain a hold on their humanity. Paired with a partner, they alone have the strength to take on a Gastrea in one-on-one combat. But the very thing that gives them power is a ticking time bomb, so even as they protect humanity, they are also feared and shunned. Are they Girls? Monsters? Or Mankind's Ultimate Salvation?<br>
<br>
(Source: Sentai Filmworks)",Yuuki Kaji|Chris Patton|Ricardo Richter|Brice Ournac|Rina Hidaka|Luci Christian|Paulina Rümmelein|Angélique Heller|Rikiya Koyama|Jay Hickman|Andreas Meese|Yuuko Kaida|Andrea Aust|Justine Hostekint|Yui Horie|Christina Kelly|Gisa Bergmann|Karl-Line Heller|Tomoyo Kurosawa|Caitlynn French|Jana Schölermann|Aki Toyosaki|Carli Mosier|Annette Potempa|Emmanuelle Lambrey|Yui Ogura|Cynthia Martinez|Jennifer Weiß|Aoi Yuuki|Krystal LaPorte|Julia Meynen|Rumi Ookubo|Brittney Karbowski|Charlotte Uhlig|Yoshimasa Hosoya|Adam Gibbs|René Dawn-Claude|Michaël Maino|Subaru Kimura|Scott Gibbs|Claus-Peter Damitz|Sébastien Mortamet|Megumi Han|Hilary Haag|Jana Dunja Gries|Ai Kayano|Tamio Ooki,TV,13.0,24.0,67,186232.0,LIGHT_NOVEL,JP,False,4.0,8.0,"[""Action"", ""Drama"", ""Mystery"", ""Sci-Fi""]","[{""id"": 15289, ""isMain"": true, ""node"": {""id"": 290, ""name"": ""Kinema Citrus"", ""isAnimationStudio"": true}}, {""id"": 22632, ""isMain"": true, ""node"": {""id"": 6077, ""name"": ""Orange"", ""isAnimationStudio"": true}}, {""id"": 29895, ""isMain"": false, ""node"": {""id"": 31, ""name"": ""NBCUniversal Entertainment Japan"", ""isAnimationStudio"": false}}, {""id"": 31175, ""isMain"": false, ""node"": {""id"": 6698, ""name"": ""KADOKAWA"", ""isAnimationStudio"": false}}, {""id"": 31177, ""isMain"": false, ""node"": {""id"": 238, ""name"": ""AT-X"", ""isAnimationStudio"": false}}, {""id"": 31505, ""isMain"": false, ""node"": {""id"": 777, ""name"": ""Hakuhodo DY Music & Pictures"", ""isAnimationStudio"": false}}, {""id"": 35838, ""isMain"": false, ""node"": {""id"": 376, ""name"": ""Sentai Filmworks"", ""isAnimationStudio"": false}}]",False,False,0,0.0,0.0,2014,2
20458,Mahouka Koukou no Rettousei,The Irregular at Magic High School,魔法科高校の劣等生,"Magic is a product of neither legends nor fairy tales, but instead has become a technology of reality since a time unknown to people. Supernatural power became a technology systematized through magic, while magic became a technical skill. A ""Supernatural Power User"" became a ""Magic Technician."" Magic Technicians (in short, Magicians) are nurtured through Magic High Schools and Universities.<br>
<br>
This is a story about: <br>
<br>
Tatsuya, a defective elder brother low achiever.<br>
Miyuki, a perfect, flawless younger sister high achiever.<br>
After both siblings entered a Magic High School,<br>
The stage of daily turbulence was unveiled—.",Saori Hayami|Mia Diekow|Anairis Quiñones|Yuuichi Nakamura|Christian Stark|Alejandro Saab|Yumi Uchiyama|Nadine Schreier|Erica Mendez|Manuela Eifrig|Saki Ogasawara|Michelle Marie|Kristina von Weltzien|Sakura Tange|Tooru Ookawa|Volker Hanisch|Brook Chalmers|Tobias Schmidt|Junichi Suwabe|Ryoutarou Okiayu|Christian Rudolf|Keith Silverstein|Saori Oonishi|Katharina von Keller|Vivian Lu|Megumi Toyoguchi|Ela Nitzsche|Marissa Lenti|Ryouhei Kimura|Jannik Endemann|Howard Wang|Mai Nakahara|Julia Casper|Michelle Ruff|Yoshitsugu Matsuoka|Nils Rieke|Stephen Fu|Ayumu Murase|Tomokazu Sugita|Henning Nöhren|Yuiko Tatsumi|Jenny Maria Meyer|Ryan Bartley|Haruka Tomatsu|Jennifer Böttcher|Sora Amamiya|Julia Fölster|Kimberly Woods|Takashi Oohara|Marios Gavrilis|Caleb Yen|Kana Hanazawa|Josephine Schmidt|Maureen Price|Takuma Terashima|Jesse Grimm|Mick Lauer|Gou Shinomiya|Satomi Satou|Merete Brettschneider|Xanthe Huynh|Kenji Hamada|Masayuki Katou|J. Michael Tatum,TV,26.0,23.0,70,231528.9000000004,LIGHT_NOVEL,JP,False,4.0,6.0,"[""Action"", ""Romance"", ""Sci-Fi"", ""Supernatural""]","[{""id"": 15290, ""isMain"": true, ""node"": {""id"": 11, ""name"": ""MADHOUSE"", ""isAnimationStudio"": true}}, {""id"": 30184, ""isMain"": false, ""node"": {""id"": 17, ""name"": ""Aniplex"", ""isAnimationStudio"": false}}, {""id"": 30185, ""isMain"": false, ""node"": {""id"": 6698, ""name"": ""KADOKAWA"", ""isAnimationStudio"": false}}, {""id"": 30186, ""isMain"": false, ""node"": {""id"": 681, ""name"": ""ASCII Media Works"", ""isAnimationStudio"": false}}, {""id"": 30187, ""isMain"": false, ""node"": {""id"": 58, ""name"": ""Square Enix"", ""isAnimationStudio"": false}}, {""id"": 30188, ""isMain"": false, ""node"": {""id"": 166, ""name"": ""Movic"", ""isAnimationStudio"": false}}]",True,True,1,0.0,0.0,2014,2
20462,Hitsugi no Chaika,Chaika -The Coffin Princess-,棺姫のチャイカ,"Toru Acura is a 20-year-old retired soldier meandering through life now that the war has ended. He encounters Chaika Trabant, a 14-year-old sorceress carrying a coffin, and follows her in hopes of finding meaning to his life again. The two travel with Toru's adopted sister, Akari, the employed member of the group and thus Toru's source of income.
<br><br>
(Source: Anime News Network)",Chika Anzai|Kira Vincent-Davis|Gabrielle Pietermann|Junji Majima|Leraldo Anzaldua|Maximilian Belle|Yuka Terasaki|Yuuko Hara|Joanne Bonasso|Ilena Gwisdalla|Chiwa Saitou|Krystal LaPorte|Angela Wiederhut|Iori Nomizu|Luci Christian|Olivia Powell|Yoshimasa Hosoya|Blake Shepard|Dirk Meyer|Saeko Zougou|Brittney Karbowski|Maresa Sedlmeir|Yui Makino|Katelyn Barr|Katharina Iacobescu|Ayumu Murase|Kalin Coates|Stefanie Dischinger|Yumeha Kouda|Caitlynn French|Bettina Zech|Megumi Ogata|Greg Ayres|Tatjana Pokorny|Kazutomi Yamamoto|Claudia Schmidt|Shannon Emerick|Takahiro Sakurai|Adam Gibbs|Marcantonio Moschettini|Kensuke Satou|Andrew Love|Gerhard Jilka|Shuuta Morishima|Mike Yager|Mike Carl|Sarah Emi Bridcutt|Kiyoshi Katsunuma|Masafumi Kimura|Eiji Miyashita|Jun Inoue|Tadanori Date|Eri Izumi|Chieko Miyazaki|Keisuke Koumoto,TV,12.0,24.0,70,81254.0,LIGHT_NOVEL,JP,False,4.0,10.0,"[""Action"", ""Adventure"", ""Comedy"", ""Fantasy""]","[{""id"": 15296, ""isMain"": true, ""node"": {""id"": 4, ""name"": ""bones"", ""isAnimationStudio"": true}}]",False,True,0,0.0,0.0,2014,2
20464,Haikyuu!!,HAIKYU!!,ハイキュー!!,"Inspired after watching a volleyball ace nicknamed ""Little Giant"" in action, small-statured Shouyou Hinata revives the volleyball club at his middle school. The newly-formed team even makes it to a tournament; however, their first match turns out to be their last when they are brutally squashed by the ""King of the Court,"" Tobio Kageyama. Hinata vows to surpass Kageyama, and so after graduating from middle school, he joins Karasuno High School's volleyball team—only to find that his sworn rival, Kageyama, is now his teammate.
<br><br>
Thanks to his short height, Hinata struggles to find his role on the team, even with his superior jumping power. Surprisingly, Kageyama has his own problems that only Hinata can help with, and learning to work together appears to be the only way for the team to be successful. Based on Haruichi Furudate's popular shounen manga of the same name, Haikyuu!! is an exhilarating and emotional sports comedy following two determined athletes as they attempt to patch a heated rivalry in order to make their high school volleyball team the best in Japan.
<br><br>
[Written by MAL Rewrite]",Ayumu Murase|Bryson Baugus|Christian Zeiger|Simone Lupinacci|Jinwen Chen|Michaël Maino|Enzo Ratsito|Lucas Almeida|Alberto Bernal|Siti Balqis|Kaito Ishikawa|Scott Gibbs|Roman Wolko|Andrea Oldani|Jiangshan Gu|Damien Hartmann|Simon Herlin|Bruno  Casemiro|Brandon Santini|Mohammad Romli|Miyu Irino|Adam Gibbs|Konrad Bösherz|Tommaso Zalone|Lulu Sun|Alexis Tomassian|Dimitri Rougeul|Thiago  Córdova|David Bueno|Ian Saybani|Satoshi Hino|Justin Doran|Arne Stephan|Massimo Triggiani|Zhongyang Baomu|Adrien Larmande|Guilherme Marques|Sergio Morel|Mahindra Yudha Permana|Yuu Hayashi|Greg Cote|Jan Rohrbach|Federico Viola|Lin Hu|Arnaud Laurent|Laurent Pasquier|Alex Minei|Miguel de León|Eko Afianto|Nobuhiko Okamoto|Greg Ayres|Dennis Saemann|Stefano Pozzi|Slayerboom|Brice Ournac|Aurélien Ringelheim|Gabriel Martins|Diego Becerril|Nugraha Sukma Ramadhan|Kouki Uchiyama|Leraldo Anzaldua|Dirk Stollberg|Gianandrea Muià|Xian Jin|Kelyan Blanc|Matthieu Birken|Fábio Campos|Eduardo Garza|Adith Permana|Toshiki Masuda|Adam Noble|Raúl Richter|Andrea Colombo Giardinelli|Fuzheng Zhang|Nicolas Dussaut|Rex Nunes|Víctor Vázquez|Yoshimasa Hosoya|Orlanders Jones|Simon Derksen|Ruggero Andreozzi|Yin Tong|Julien Rampon|Donald Reignoux|Renan Alonso|David Ramos|Kamal Nasuti|Kaori Nazuka|Rebekah Stevens|Birte Baumgardt|Federica Simonelli|Chen Qian|Angélique Heller|Jennifer Fauveau|Emmylou Homs|Maitê Cunha|Carla Cerda|Seigo Yokota|João Vieira|Roberto Salguero|Mosè  Singh|Ned Gayle|Kyousuke Ikeda|Carloz Magno|Miguel Ángel Ruiz|Anthony Hunter|Kuswayanti Woro Dewi|Kazunari Tanaka|David Wald|Nick Forsberg|Luca Ghignone|Yajie|Marc Wilhelm|Benoît Du Pac|Raphael Rossatto|Hiram Cárdenas|Dadan Sundana|Yuuki Kaji|Clint Bickham|Amadeus Strobl|Alessandro Pili|Shangqing Su|Gustavo Nader|Javier Olguín|Andromeda Veliano|Yuuichi Nakamura|Ty Mahany|Tim Knauer|Patrizio Prata|Tianxiang Yang|Jean-Stan Dupac|Danilo Diniz|Alan Bravo|Bintang Gautama|Souma Saitou|Cameron Bautsch|Sebastian Kluckert|Andrea Rotolo|Lanling Li|Benjamin Bollen|Matheus  Azri|Alex Villamar|Daisuke Namikawa|Chris Patton|René Dawn-Claude|Renato Novara|Ajie|Hugo Myara|Alan Fernando Velázquez|Andrew Love|Florian Hoffmann|Davide Fumagalli|Jingyuan Wen|Stéphane Marais|Rodrigo Nanal|Alberto Checchi|Joe Daniels|Benjamin Stöwe|Simone Marzola|Qiuzai Jiang|Jeremy Zylberberg|Gabriel Neves|Emmanuel Bernal|Takumi Watanabe|Christopher Kohn|Matteo Garofalo|Santry Rush|Youxi Deng|Filipe Teófilo|Hiroshi Kamiya|Gareth West|Julien Haggege|Massimo Di Benedetto|Chao Xing|Sébastien Mortamet|Rémi Gutton|Ricardo Daunt|Miguel Ángel Leal|Makoto Furukawa|David Matranga|Sebastian Fitzner|Alessandro Fattori|Maomao Lin|Raan Alves|Roberto Gutiérrez|Takanori Hoshino|Joel McCray|Francesco De Marco|Yusong Bai|Ian Luz|Shinnosuke Tachibana|Patrick Keller|Dario Sansalone|Mason Butler|Xin Li|Hervé Grull|Leandro Hainis|Shouta Chounan|Matthew Carter|Johannes Walenta|Daniel Magni|Taoyi Lan|Henrique de Paula,TV,25.0,24.0,84,231528.9000000004,MANGA,JP,False,4.0,6.0,"[""Comedy"", ""Drama"", ""Sports""]","[{""id"": 15298, ""isMain"": true, ""node"": {""id"": 10, ""name"": ""Production I.G"", ""isAnimationStudio"": true}}, {""id"": 29992, ""isMain"": false, ""node"": {""id"": 376, ""name"": ""Sentai Filmworks"", ""isAnimationStudio"": false}}]",False,True,0,0.0,0.0,2014,2
20467,Fate/kaleid liner Prisma☆Illya 2wei!,Fate/kaleid liner Prisma☆Illya 2wei!,Fate/kaleid linerプリズマ☆イリヤ ツヴァイ！,"The second season of <i>Fate/kaleid liner Prisma☆Illya</i>.<br>
<br>
With great powers come great responsibilities, and that includes cleaning up the aftermath of your previous adventures. Which means that, instead of getting a break after saving the world, newly changed magical girls Illya and Miyu have to help deal with the side-effects caused by the sealing of the Ley Cards. Still, that shouldn't be too hard, right? Wrong! Not only are the ley lines failing, but to make matters worse, Illya somehow ends up with a magical clone… and that sinister clone has plans of her own! Worse yet, since the ""dark"" version of herself is drawing its power from the same source as our heroine, Illya's own powers are being reduced proportionately. These are definitely not the kind of problems that the average girl should have to deal with.<br>
<br>
(Source: Sentai Filmworks)",Noriaki Sugiyama|Patrick Poole|Ricardo Richter|Kana Ueda|Carli Mosier|Jennifer Weiß|Mai Kadowaki|Cynthia Martinez|Charlotte Uhlig|Miki Itou|Allison Sumrall|Kirstin Hesse|Rikiya Koyama|Kyle Jones|Michael-Che Koch|Sayaka Oohara|Maggie Flecknoe|Antje von der Ahe|Daisuke Namikawa|Leraldo Anzaldua|Alexander Doering|Shizuka Itou|Shelley Calene-Black|Katharina von Daake|Kaori Nazuka|Caitlynn French|Sarah Tkotsch|Hitomi Nabatame|Kaytha Coker|Tanja Schmitz|Miho Miyagawa|Meaghan Avocato|Laurine Betz|Chiwa Saitou|Kira Vincent-Davis|Lea Kalbhenn|Haruhi Nanao|Tiffany Grant|Giuliana Jakobeit|Ami Koshimizu|Courtney Lomelo|Cathlen Gawlich|Naoko Takano|Joanne Bonasso|Franziska Trunte|Miyu Matsuki|Molly Searcy|Jill Böttcher|Kanae Itou|Nancy Novotny|Peggy Pollow|Mariya Ise|Juliet Simmons|Jodie Blank|Emiri Katou|Emily Neves|Moira May|Satomi Satou|Brittney Karbowski|Nina Schatton,TV,10.0,24.0,70,43103.0,MANGA,JP,False,7.0,10.0,"[""Action"", ""Comedy"", ""Ecchi"", ""Fantasy"", ""Mahou Shoujo""]","[{""id"": 15300, ""isMain"": true, ""node"": {""id"": 300, ""name"": ""SILVER LINK."", ""isAnimationStudio"": true}}, {""id"": 21877, ""isMain"": false, ""node"": {""id"": 376, ""name"": ""Sentai Filmworks"", ""isAnimationStudio"": false}}]",True,True,1,18641.0,64.0,2014,3
20472,Choujigen Game Neptune THE ANIMATION: Yakusoku no Eien (True End),Hyperdimension Neptunia: The Eternity (True Ending) Promised,超次元ゲイム ネプテューヌ THE ANIMATION 約束の永遠（トゥルーエンド）,"Unaired episode 13 of <i>Choujigen Game Neptune: THE ANIMATION</i>, included in the 7th BD/DVD volume.",Rie Tanaka|Melissa Fahn|Asami Imai|Erin Fitzgerald|Kana Asumi|Wendee Lee|Kanako Sakai|Cristina Vee|Kana Ueda|Megan Shipman|Rina Satou|Tara Platt|Mika Kanai|Stephanie Sheh|Yui Horie|Christine Cabanos|Eri Kitamura|Sarah Williams|Kaori Ishihara|Shelby Lindley|Yui Ogura|Carolyn Keranen|Kana Hanazawa|Cherami Leigh|Chiaki Takahashi|Laura Post|Aoi Yuuki|Tia Ballard,OVA,1.0,24.0,69,9493.0,VIDEO_GAME,JP,False,3.0,26.0,"[""Action"", ""Comedy"", ""Fantasy"", ""Mahou Shoujo""]","[{""id"": 15308, ""isMain"": false, ""node"": {""id"": 61, ""name"": ""Frontier Works"", ""isAnimationStudio"": false}}, {""id"": 15309, ""isMain"": false, ""node"": {""id"": 193, ""name"": ""Idea Factory"", ""isAnimationStudio"": false}}, {""id"": 15310, ""isMain"": true, ""node"": {""id"": 287, ""name"": ""David Production"", ""isAnimationStudio"": true}}, {""id"": 35411, ""isMain"": false, ""node"": {""id"": 102, ""name"": ""Funimation"", ""isAnimationStudio"": false}}]",True,False,1,37142.0,65.0,2014,1
20473,Onee-chan ga Kita,Onee-chan ga Kita,お姉ちゃんが来た,"The story revolves around Tomoya Mizuhara, a 13-year-old boy who suddenly gains a big sister when his father remarries. 17-year-old Ichika is a little strange, and her affection for Tomoya is rather overwhelming, if not scary. On top of things, Ichika's friend Ruri is the ultimate sadist. Then there is Ichika's big-breasted quarter-Japanese friend Marina.
<br><br>
(Source: ANN)",Juri Nagatsuma|Aimi|Mayu Udono|Haruna Momono|Chiyo Tomaru|Kouji Takahashi|Ibuki Kido|Yuu Kobayashi|Omi Minami|Misuzu Togashi|Fumi Morisawa|Kenji Hamada|Marina Inoue,TV_SHORT,12.0,3.0,60,28373.0,MANGA,JP,False,1.0,9.0,"[""Comedy"", ""Romance""]","[{""id"": 15389, ""isMain"": true, ""node"": {""id"": 6052, ""name"": ""C2C"", ""isAnimationStudio"": true}}]",True,False,1,8204.0,61.0,2014,1
20474,JoJo no Kimyou na Bouken: Stardust Crusaders,JoJo's Bizarre Adventure: Stardust Crusaders,ジョジョの奇妙な冒険 スターダストクルセイダース,"In a Japanese jail sits 17-year-old Jotaro Kujo: punk, fighter, delinquent...and possessed by a force beyond his control! Around the world, evil spirits are awakening: ""Stands,"" monstrous invisible creatures which give their bearers incredible powers. To save his mother's life, Jotaro must tame his dark forces and travel around the world to Cairo, Egypt, where a hundred-year-old vampire thirsts for the blood of his family. But the road is long, and an army of evil Stand Users waits to kill JoJo and his friends...
<br><br>
(Source: VIZ Media)",Daisuke Ono|Matthew Mercer|Nacho De Porratta|Wilken Mazzei|Uwe Thomsen|Irwin Daayán|Hardi Dian Anto|Diego Baldoin|Natsumi Takamori|Takehito Koyasu|Patrick Seitz|Francisco Junior|Marios Gavrilis|Marc Winslow|Al Muhtadi|Maurizio Merluzzo|Fuminori Komatsu|Doug Erholtz|Enrique Hernández|Fernando Mendonça|Sebastian Schulz|Miguel Ángel Leal|Jack Hamzah|Paolo De Santis|Unshou Ishizuka|Richard Epcar|Ramon Rocabayera|Mauro Ramos|Torsten Münchow|Raúl Anaya|Pramadya Maulana|Oliviero Corbetta|Daisuke Hirakawa|Kyle Hebert|Thiago Longo|Daniel Käser|Héctor Emmanuel Gómez|Amar Saifullah|Mattia Bressan|Kenta Miyake|Chris Tergliafera|Duda Ribeiro|Bernd Egger|Alan Bravo|Francesco Rizzi|Hidenobu Kiuchi|Imari Williams|Thiago Zambrano|Frank Schaff|Carlo Vázquez|Rahmad Ilmanto|Ruggero Andreozzi|Tim Sander|Patrícia Scalvi|Philine Peters-Arnolds|Tooru Ookawa|David Vincent|Tasio Alonso|Armando Tiraboschi|Armin Schlagwein|Osvaldo Trejo|Alessandro D'Errico|Takuya Kirimoto|Tom Fahn|Francesc Rocamora|Sidney César|Sebastian Christoph Jacob|César Garduza|Eka Wahyu Nugraha|Reiko Suzuki|Julia Chalmeta|Barbara Goodson|Cecília Lemes|Cathlen Gawlich|Magda Giner|Shinta Kumalasari|Rossana Bassani|Shinji Kawada|Ray Chase|Angel del Río|Raphael Rossatto|Valentin Stilu|Daniel Lacy|Edoardo Lomazzi|Mayke Dähn|Satsuki Yukino|Dorothy Elias-Fahn|Gláucia Franchi|Ronja Peters|Monserrat Mendoza|Chiara Francese|Reiko Takagi|Julie Ann Taylor|Marli Bortoletto|Dascha Lehmann|Jessica Ángeles|Debora Magnaghi|Kappei Yamaguchi|Paulo Ávila|Yuka Komatsu|Erika Harlacher|Carol Valença|Jelena Baack|Alessia Becerril|Ludovica De Caro|Rie Kugimiya|Ryan Bartley|Sicília Vidal|Derya Akyol|Angélica Villa|Martina Tamburello|Katsumi Chou|Jay Preston|Carlos Campanile|Rainer Doering|José Luis Orozco|Aldo Stella|Daisuke Kishio|Grant George|Artur Rius|Marcelo Campos|Timmo Niesner|Gabriel Juárez|Marco Benedetti|Shouto Kashii|Edward Bosco|Glauco Marques|Roman Rossa|Óscar López|Alessandro Germano|Kinryuu Arimoto|Stephen Mendel|Fábio Moura|Hans Bayer|Fabián Rétiz|Luca Ghignone|Ikue Ootani|Tara Jayne-Sands|Rosa Moyano|Vii Zedek|Amira Leisner|Jocelyn Robles|Serena Clerici,TV,24.0,24.0,79,231528.9000000004,MANGA,JP,False,4.0,5.0,"[""Action"", ""Adventure"", ""Supernatural""]","[{""id"": 15311, ""isMain"": true, ""node"": {""id"": 287, ""name"": ""David Production"", ""isAnimationStudio"": true}}, {""id"": 23728, ""isMain"": false, ""node"": {""id"": 415, ""name"": ""Warner Bros. Japan"", ""isAnimationStudio"": false}}, {""id"": 29688, ""isMain"": false, ""node"": {""id"": 7079, ""name"": ""ONE MUSIC"", ""isAnimationStudio"": false}}]",True,True,1,445619.0,77.0,2014,2
